label,lat,lon,event_date,rain_1d,rain_3d,rain_7d,rain_15d,rain_max_7d,elevation_m,slope_deg,month_sin,month_cos
1,10.9628,77.5947,2013-06-25,2.3,3.0,41.6,74.8,24.0,267.0,1.15,0.0,-1.0
1,28.4311,82.1847,2013-07-14,13.6,38.6,228.0,412.3,107.1,1152.0,14.78,-0.5,-0.866
1,25.7658,93.9413,2013-07-17,2.0,96.8,158.2,249.5,60.2,796.0,35.99,-0.5,-0.866
1,28.6202,82.4393,2013-07-14,15.9,35.2,165.8,344.3,70.0,970.0,16.49,-0.5,-0.866
1,25.7131,94.0885,2013-07-17,2.0,96.8,158.2,249.5,60.2,1402.0,23.08,-0.5,-0.866
1,22.35037081,91.83258101,2017-06-13,42.3,267.9,325.4,522.9,159.2,47.0,2.99,0.0,-1.0
1,28.145796,84.069015,2016-09-06,13.0,21.8,148.5,193.9,64.5,679.0,3.89,-1.0,-0.0
1,26.1445447,94.24416766,2017-07-01,15.6,47.6,100.3,194.1,21.3,1271.0,13.72,-0.5,-0.866
1,21.23699085,92.10434768,2017-07-05,33.3,144.4,237.9,341.5,59.5,18.0,3.84,-0.5,-0.866
1,26.20450454,91.87202793,2017-07-03,71.1,147.9,218.8,356.0,71.1,118.0,16.46,-0.5,-0.866
1,22.77997113,92.03513581,2017-07-02,16.7,35.2,55.2,161.0,16.7,93.0,15.49,-0.5,-0.866
1,27.513641,87.640957,2016-09-02,79.0,143.8,173.4,271.7,79.0,2426.0,40.02,-1.0,-0.0
1,25.4976444,94.12901274,2017-07-04,19.1,59.6,132.9,274.1,35.0,1788.0,37.05,-0.5,-0.866
1,27.833565,85.201673,2016-09-04,30.8,89.4,132.9,205.6,46.5,1415.0,40.02,-1.0,-0.0
1,27.167781,87.055222,2017-07-03,37.5,79.6,162.4,353.8,37.5,1483.0,6.57,-0.5,-0.866
1,26.22247247,91.92053028,2017-07-03,57.4,144.2,209.6,341.7,57.4,70.0,17.91,-0.5,-0.866
1,28.377188,83.498645,2016-09-04,9.2,70.1,118.2,168.6,49.5,1261.0,35.1,-1.0,-0.0
1,26.1061808,91.85158907,2017-07-03,89.4,154.5,238.1,370.9,89.4,200.0,29.95,-0.5,-0.866
1,26.10430759,91.86227824,2017-07-03,89.4,154.5,238.1,370.9,89.4,131.0,4.22,-0.5,-0.866
1,22.74955141,92.22099982,2017-06-13,53.7,313.4,399.4,585.9,185.4,258.0,4.06,0.0,-1.0
1,22.80452414,91.91261915,2017-06-13,18.7,289.6,347.9,558.1,219.9,41.0,1.83,0.0,-1.0
1,31.956546,77.109719,2016-09-02,2.2,23.1,81.7,166.4,25.9,1227.0,4.65,-1.0,-0.0
1,34.525881,71.398496,2016-09-08,0.0,0.4,0.6,27.8,0.4,684.0,2.64,-1.0,-0.0
1,27.90362599,85.91050294,2017-07-02,4.0,60.5,137.6,196.1,42.3,1638.0,27.92,-0.5,-0.866
1,27.98531715,94.21263589,2017-07-04,101.0,160.7,388.2,566.9,109.3,348.0,11.87,-0.5,-0.866
1,26.11613908,94.24222574,2017-07-01,15.6,47.6,100.3,194.1,21.3,1384.0,21.91,-0.5,-0.866
1,21.42181705,92.17584376,2017-07-05,32.1,118.5,194.7,311.4,48.3,47.0,7.39,-0.5,-0.866
1,27.97875751,94.26296826,2017-07-04,101.0,160.7,388.2,566.9,109.3,335.0,16.82,-0.5,-0.866
1,21.04270451,92.21525816,2017-06-14,92.0,254.0,440.6,513.0,142.5,65.0,12.18,0.0,-1.0
1,26.90298048,88.29518925,2017-07-05,38.6,137.6,259.8,470.8,74.3,1789.0,31.31,-0.5,-0.866
1,27.878121,85.143062,2017-07-05,11.8,55.9,210.5,275.6,78.8,574.0,6.89,-0.5,-0.866
1,23.69461107,92.87641207,2017-06-28,12.8,27.8,61.2,157.6,18.3,575.0,17.3,0.0,-1.0
1,26.3312531,94.55427723,2017-07-01,24.0,50.0,113.0,298.1,24.0,1332.0,11.07,-0.5,-0.866
1,27.02149311,88.25902123,2017-07-06,21.3,115.8,280.1,494.5,80.0,2338.0,11.86,-0.5,-0.866
1,28.372874,83.567989,2016-08-16,5.1,24.3,59.1,106.4,14.5,931.0,22.06,-0.866,-0.5
1,17.06998518,96.82040086,2017-05-19,3.4,51.3,154.0,174.7,50.7,9.0,0.57,0.5,-0.866
1,23.19807165,94.29816252,2017-06-05,0.2,5.9,59.1,151.3,35.3,111.0,2.31,0.0,-1.0
1,27.06992579,93.6146564,2017-06-19,15.6,77.8,208.7,249.3,93.4,204.0,2.18,0.0,-1.0
1,28.069957,85.01,2016-08-14,20.4,36.1,80.3,166.8,20.4,1612.0,34.56,-0.866,-0.5
1,34.27703802,75.46743478,2017-06-05,1.6,1.6,8.0,10.3,6.1,3613.0,37.74,0.0,-1.0
1,16.28332586,80.26097734,2017-05-27,2.6,6.0,11.6,13.1,4.2,219.0,17.25,0.5,-0.866
1,30.070512,80.237218,2016-08-10,21.9,54.4,184.2,394.8,57.1,2119.0,9.16,-0.866,-0.5
1,24.21988831,93.20266204,2017-06-26,34.9,84.7,149.3,264.0,34.9,807.0,24.56,0.0,-1.0
1,27.6835,86.1804,2016-08-09,16.2,60.7,143.5,345.4,25.3,2244.0,19.76,-0.866,-0.5
1,11.34165808,76.8694278,2017-06-01,3.7,17.9,56.3,120.5,18.1,638.0,31.61,0.0,-1.0
1,22.65620215,93.61589869,2017-05-29,86.9,123.1,126.9,136.2,86.9,1554.0,15.65,0.5,-0.866
1,32.62803,75.37123,2017-06-21,6.8,20.0,22.2,36.9,7.5,740.0,8.77,0.0,-1.0
1,25.15246863,92.94670614,2017-06-04,9.6,206.1,531.3,622.8,176.8,977.0,17.39,0.0,-1.0
1,21.87861504,92.2676503,2017-06-13,33.0,273.0,422.3,594.1,156.0,40.0,2.24,0.0,-1.0
1,24.30415689,93.18182448,2017-06-27,15.1,71.1,147.8,227.6,33.0,846.0,15.98,0.0,-1.0
1,30.56504675,79.56163208,2017-05-20,1.8,9.2,12.5,17.8,5.6,1444.0,17.91,0.5,-0.866
1,31.581485,78.412784,2016-08-15,5.3,14.2,37.5,86.4,10.0,2209.0,7.46,-0.866,-0.5
1,26.88161,95.399897,2016-08-16,1.4,26.1,57.5,222.3,21.9,685.0,19.13,-0.866,-0.5
1,30.73315585,79.49231617,2017-05-20,0.2,5.6,17.1,17.9,8.2,3091.0,14.85,0.5,-0.866
1,33.63251807,75.23162006,2017-06-21,20.3,23.7,25.4,35.2,20.3,1748.0,1.18,0.0,-1.0
1,13.90074546,74.66018578,2017-06-12,133.9,543.8,697.5,820.7,286.1,76.0,8.54,0.0,-1.0
1,6.519724975,80.15402093,2017-05-25,25.5,69.3,126.8,206.4,25.5,66.0,8.9,0.5,-0.866
1,29.60012,80.630002,2017-06-29,3.4,17.7,28.6,83.5,9.9,1747.0,10.32,0.0,-1.0
1,23.86469956,91.8949662,2017-06-03,16.6,32.5,145.6,178.2,69.2,121.0,6.17,0.0,-1.0
1,30.33597362,79.31958144,2017-06-06,17.5,18.6,19.4,44.2,17.5,921.0,33.58,0.0,-1.0
1,29.48,82.2896,2016-08-09,17.7,36.3,72.2,192.1,17.7,3880.0,30.91,-0.866,-0.5
1,29.350849,79.451264,2016-08-16,9.1,40.4,90.5,179.3,21.8,1553.0,21.23,-0.866,-0.5
1,14.42827957,74.41606625,2017-06-11,81.6,215.3,323.3,419.3,81.6,18.0,1.67,0.0,-1.0
1,13.87803507,74.6246332,2017-06-12,135.2,473.0,648.6,764.8,222.2,72.0,14.57,0.0,-1.0
1,26.9653186,88.2667225,2017-06-05,19.7,105.1,134.8,188.1,81.7,1833.0,24.29,0.0,-1.0
1,33.01739981,74.93828041,2017-06-21,6.8,43.2,50.8,76.3,19.0,1865.0,27.04,0.0,-1.0
1,22.59420297,92.16404889,2017-06-12,202.3,306.8,338.1,572.7,202.3,50.0,8.97,0.0,-1.0
1,22.65242372,92.15898865,2017-06-13,52.4,317.9,406.8,597.4,185.2,56.0,4.25,0.0,-1.0
1,31.70779,76.932771,2016-08-09,13.3,60.3,207.2,384.7,126.4,763.0,3.24,-0.866,-0.5
1,32.94818322,75.12206351,2017-06-21,9.5,25.1,26.0,43.9,10.1,744.0,2.58,0.0,-1.0
1,30.86642127,76.99790295,2017-06-29,18.5,50.2,53.1,90.3,18.5,1155.0,19.09,0.0,-1.0
1,28.301686,84.386742,2017-06-30,34.1,109.4,180.5,439.3,40.7,856.0,22.86,0.0,-1.0
1,30.94222039,76.80054202,2017-06-07,21.7,30.6,31.6,39.6,21.7,431.0,0.91,0.0,-1.0
1,33.35149269,74.23352995,2017-06-08,1.5,5.7,6.8,20.2,2.8,1128.0,28.43,0.0,-1.0
1,22.44394492,91.97239273,2017-06-13,62.5,349.0,397.2,595.1,194.7,2.0,0.41,0.0,-1.0
1,27.05909317,93.54235868,2017-06-04,12.2,110.4,218.0,279.3,67.0,495.0,16.33,0.0,-1.0
1,28.28120123,83.86441477,2017-06-27,45.9,73.3,139.5,288.2,45.9,1452.0,3.84,0.0,-1.0
1,12.89674168,74.85970453,2017-06-12,81.5,284.5,408.6,555.9,112.7,67.0,3.26,0.0,-1.0
1,33.01346369,74.93530189,2017-06-30,28.3,160.1,176.2,229.6,127.0,1609.0,27.63,0.0,-1.0
1,27.05880384,93.54136779,2017-06-21,10.6,47.9,140.2,248.9,50.9,493.0,9.25,0.0,-1.0
1,6.586835,80.160486,2017-05-26,23.0,70.0,147.6,238.3,28.6,15.0,4.01,0.5,-0.866
1,25.907233,91.881892,2017-05-26,12.4,22.3,67.2,128.6,35.3,577.0,6.68,0.5,-0.866
1,25.67061161,94.11844319,2017-06-02,20.6,105.2,194.1,295.3,73.3,1443.0,15.73,0.0,-1.0
1,24.32420539,93.15020652,2017-06-26,23.0,84.0,148.5,270.1,33.0,565.0,30.33,0.0,-1.0
1,8.558668245,76.89785918,2017-06-05,8.2,43.9,154.2,262.2,47.0,22.0,4.06,0.0,-1.0
1,34.56101506,73.86293399,2017-06-04,0.0,0.0,5.1,31.9,3.9,1369.0,27.49,0.0,-1.0
1,21.556137,85.70071225,2017-06-21,4.6,22.9,41.4,80.9,12.4,447.0,3.26,0.0,-1.0
1,23.73354779,92.74744512,2017-06-10,13.2,53.4,132.7,274.0,55.1,876.0,22.0,0.0,-1.0
1,27.33861278,87.67107225,2017-06-04,25.3,32.5,39.5,72.8,25.3,1447.0,13.5,0.0,-1.0
1,25.11956675,94.36416626,2017-06-12,38.6,57.9,69.5,347.5,38.6,1848.0,10.4,0.0,-1.0
1,24.19467451,91.82931979,2017-06-03,16.0,39.2,152.7,196.0,57.8,32.0,0.57,0.0,-1.0
1,31.72415448,76.93732121,2017-06-27,25.5,47.9,58.4,86.6,25.5,758.0,25.69,0.0,-1.0
1,27.01145644,92.64204045,2017-07-01,53.8,186.0,225.3,362.6,88.2,213.0,26.8,-0.5,-0.866
1,15.68638494,74.16234114,2017-06-29,66.1,236.8,396.0,520.8,88.8,790.0,10.66,0.0,-1.0
1,6.50950401,80.23142734,2017-05-25,25.5,69.3,126.8,206.4,25.5,16.0,2.0,0.5,-0.866
1,27.54295099,88.59676956,2017-05-26,39.9,55.8,146.6,312.7,39.9,1712.0,44.4,0.5,-0.866
1,34.78860948,73.51484236,2017-06-29,1.3,8.2,16.0,39.1,6.7,2183.0,30.98,0.0,-1.0
1,32.23843313,78.06239076,2017-07-02,0.3,13.2,30.3,33.1,8.4,3720.0,32.19,-0.5,-0.866
1,28.27909521,83.00633062,2017-07-01,115.3,134.6,189.4,265.1,115.3,1940.0,17.33,-0.5,-0.866
1,19.170539,73.022276,2016-08-29,10.4,33.8,56.4,75.8,12.1,58.0,18.21,-0.866,-0.5
1,25.660517,94.104931,2016-08-25,20.3,26.1,51.9,159.2,20.3,1452.0,16.14,-0.866,-0.5
1,28.107142,84.307977,2017-07-03,24.7,96.9,163.7,415.4,50.8,481.0,1.67,-0.5,-0.866
1,27.8077847,84.43754872,2017-06-30,17.4,26.8,61.6,270.9,17.4,528.0,38.43,0.0,-1.0
1,33.029977,74.948082,2016-08-24,9.8,23.0,29.1,50.1,11.1,1718.0,39.18,-0.866,-0.5
1,28.21676766,84.00622259,2017-06-30,31.0,84.8,179.2,478.9,51.0,888.0,18.79,0.0,-1.0
1,25.06657276,93.9310888,2017-06-30,23.5,62.9,154.0,295.2,43.8,985.0,1.81,0.0,-1.0
1,27.503555,85.219709,2016-08-31,8.8,42.4,89.8,177.9,17.0,1170.0,34.35,-0.866,-0.5
1,31.45206,78.401303,2016-08-21,6.3,16.5,42.6,85.5,13.1,5921.0,8.72,-0.866,-0.5
1,32.30628994,77.52161234,2017-07-03,0.2,2.5,38.1,45.8,11.8,4885.0,34.2,-0.5,-0.866
1,6.702272807,80.38461313,2017-05-26,31.2,106.8,190.3,300.9,48.7,139.0,21.84,0.5,-0.866
1,28.06986667,83.65247597,2017-07-01,17.1,36.5,70.2,125.6,17.1,1353.0,20.19,-0.5,-0.866
1,24.768609,92.821182,2016-09-01,23.8,47.9,73.2,129.4,23.8,24.0,0.91,-1.0,-0.0
1,28.007828,86.191717,2016-08-31,12.5,31.4,75.8,189.8,13.8,2674.0,36.48,-0.866,-0.5
1,28.27254506,83.95706865,2017-07-02,38.6,293.4,405.0,623.3,164.8,1017.0,21.43,-0.5,-0.866
1,27.10647226,93.65975252,2017-07-01,42.8,183.8,224.4,319.9,111.2,234.0,17.32,-0.5,-0.866
1,14.52203442,74.41035052,2017-07-03,27.3,82.7,221.1,351.6,40.4,64.0,15.31,-0.5,-0.866
1,27.08168565,93.60815652,2017-07-01,35.3,171.9,223.9,348.2,102.6,293.0,21.02,-0.5,-0.866
1,33.18477201,75.80813836,2017-06-29,18.1,30.1,37.0,48.6,18.1,1078.0,37.78,0.0,-1.0
1,30.922325,78.681379,2016-08-28,1.9,21.0,46.4,140.0,10.5,2022.0,32.33,-0.866,-0.5
1,33.08146902,75.29750088,2017-06-30,27.7,132.1,149.4,175.9,90.4,1755.0,15.8,0.0,-1.0
1,32.26186432,78.0685005,2017-07-02,0.3,13.2,30.3,33.1,8.4,4315.0,16.7,-0.5,-0.866
1,32.24637329,78.06616409,2017-07-02,0.3,13.2,30.3,33.1,8.4,4121.0,23.05,-0.5,-0.866
1,27.18732399,87.50256183,2017-06-30,23.5,56.2,142.0,281.9,34.0,1910.0,23.64,0.0,-1.0
1,27.769793,93.50995626,2017-05-24,21.7,52.7,97.5,147.0,21.7,796.0,36.66,0.5,-0.866
1,23.73941422,92.71505961,2017-06-01,8.3,86.0,136.9,146.9,70.2,1068.0,41.06,0.0,-1.0
1,29.132062,81.811777,2016-08-15,7.3,20.8,90.2,173.6,30.0,1792.0,36.07,-0.866,-0.5
1,6.518587251,80.18135876,2017-05-26,25.5,75.5,144.0,228.4,25.5,46.0,10.89,0.5,-0.866
1,28.24831087,83.97447829,2017-07-02,23.7,240.9,377.6,665.4,186.2,943.0,25.72,-0.5,-0.866
1,30.995694,78.936314,2016-08-29,15.9,34.1,67.3,159.6,15.9,3054.0,22.2,-0.866,-0.5
1,27.04768643,93.61899644,2017-06-30,102.6,159.8,193.3,336.0,102.6,261.0,5.14,0.0,-1.0
1,27.767046,84.469745,2016-09-02,21.2,53.8,96.4,133.2,21.2,209.0,2.83,-1.0,-0.0
1,24.95178179,94.20340026,2017-07-01,4.7,36.8,95.2,197.8,26.1,910.0,5.96,-0.5,-0.866
1,26.10035658,91.87351723,2017-07-03,89.4,154.5,238.1,370.9,89.4,90.0,2.31,-0.5,-0.866
1,27.943851,83.805661,2016-09-03,117.8,136.0,188.9,243.4,117.8,1221.0,38.96,-1.0,-0.0
1,28.239,82.9415,2016-08-06,5.8,26.6,62.4,357.7,25.1,1652.0,29.47,-0.866,-0.5
1,19.41286968,73.28423263,2017-08-29,39.2,159.3,261.5,432.5,76.8,43.0,1.28,-0.866,-0.5
1,26.14547804,91.79364785,2017-07-10,28.0,59.9,140.3,400.5,39.0,73.0,9.09,-0.5,-0.866
1,34.1587,74.4725,2015-04-02,16.3,57.5,137.1,146.6,47.7,1653.0,7.6,0.866,-0.5
1,15.4014,73.8277,2007-07-28,27.6,80.0,138.0,290.8,36.2,18.0,6.33,-0.5,-0.866
1,29.0833,81.3333,2008-07-24,8.3,33.8,117.9,282.9,34.9,2060.0,28.43,-0.5,-0.866
1,12.6771,75.2565,2011-06-27,53.0,100.1,134.9,334.0,53.0,95.0,3.35,0.0,-1.0
1,34.0051,71.5447,2012-08-28,1.3,15.3,46.8,60.8,18.0,354.0,0.41,-0.866,-0.5
1,26.9597,86.5598,2015-09-16,2.6,8.3,36.3,54.1,14.6,1269.0,35.91,-1.0,-0.0
1,28.5873,83.7508,2016-02-22,0.1,11.7,14.6,21.7,11.6,4735.0,40.89,0.866,0.5
1,22.5333,89.4,2007-10-15,18.1,38.6,41.6,268.4,18.1,1.0,0.0,-0.866,0.5
1,29.4085,80.1327,2009-08-17,159.4,244.8,321.8,513.4,159.4,1646.0,37.48,-0.866,-0.5
1,35.3585,75.6355,2010-07-29,9.6,21.6,32.6,97.6,9.6,2202.0,0.91,-0.5,-0.866
1,27.99134853,84.06527738,2011-07-16,10.5,64.3,125.7,291.1,36.7,867.0,25.89,-0.5,-0.866
1,27.5269,85.5641,2016-07-30,24.9,96.5,191.8,381.2,53.2,1784.0,10.07,-0.5,-0.866
1,29.58,80.67,2014-02-28,13.8,25.0,26.5,62.0,13.8,1679.0,38.15,0.866,0.5
1,24.1419,94.1078,2015-08-01,6.9,288.2,444.4,651.1,147.9,1187.0,27.51,-0.866,-0.5
1,30.4619,79.0765,2013-06-16,130.8,182.0,255.5,320.6,130.8,926.0,31.69,0.0,-1.0
1,30.1281,78.3221,2012-07-05,13.3,64.6,88.8,104.6,30.1,428.0,9.2,-0.5,-0.866
1,34.6644,73.4637,2010-10-07,0.4,0.4,0.4,2.5,0.4,1329.0,34.9,-0.866,0.5
1,33.3893,75.203,2010-07-22,61.3,187.8,193.5,234.7,86.4,1592.0,20.56,-0.5,-0.866
1,33.241,75.2382,2010-09-25,0.0,1.4,4.6,8.9,1.5,734.0,12.86,-1.0,-0.0
1,27.5,90.5034,2010-08-23,93.8,168.9,333.9,430.5,93.8,1974.0,33.41,-0.866,-0.5
1,8.4557,77.009,2013-11-13,6.5,38.2,44.3,103.2,17.7,21.0,1.43,-0.5,0.866
1,25.616,94.1167,2013-07-12,21.5,47.2,90.8,258.4,21.5,1603.0,22.53,-0.5,-0.866
1,27.978,85.9742,2012-05-03,0.2,0.2,1.7,9.1,0.5,2130.0,36.44,0.5,-0.866
1,28.2576,83.6182,2015-08-16,27.7,62.3,120.2,201.0,33.9,773.0,44.25,-0.866,-0.5
1,31.5639,77.9798,2011-06-17,2.4,5.1,8.4,17.5,2.4,1453.0,4.65,0.0,-1.0
1,31.0365,77.1213,2015-08-22,9.6,29.0,44.0,152.1,10.4,1778.0,19.89,-0.866,-0.5
1,30.819,78.6149,2013-07-28,60.0,82.9,153.0,277.1,60.0,1787.0,31.67,-0.5,-0.866
1,27.59,83.88,2010-08-23,129.9,189.4,295.3,406.6,129.9,151.0,2.56,-0.866,-0.5
1,27.0605,88.255,2011-09-25,54.8,99.1,135.9,259.7,54.8,1979.0,26.97,-1.0,-0.0
1,25.4769,94.1351,2010-10-08,25.2,72.4,96.1,207.1,25.3,1684.0,21.45,-0.866,0.5
1,26.87324244,88.29184021,2009-07-03,77.5,184.8,449.2,522.2,111.6,1622.0,20.56,-0.5,-0.866
1,33.334,75.7627,2010-08-09,4.7,16.7,58.5,135.0,20.1,1608.0,5.89,-0.866,-0.5
1,27.4211,85.0249,2007-08-19,12.0,133.3,455.8,511.4,155.1,460.0,1.54,-0.866,-0.5
1,28.9743,83.8713,2011-07-04,6.8,10.0,71.6,126.0,22.0,3504.0,23.58,-0.5,-0.866
1,33.33875958,75.1921061,2011-02-13,47.0,60.1,125.8,193.6,65.7,1209.0,25.92,0.866,0.5
1,36.1788,74.158,2010-08-05,1.4,2.5,27.7,101.8,12.6,2985.0,9.44,-0.866,-0.5
1,18.7624,73.3747,2010-06-15,43.2,134.9,190.9,213.3,81.3,508.0,23.88,0.0,-1.0
1,29.0399,81.7191,2010-07-19,146.1,207.1,242.1,336.1,146.1,2750.0,27.41,-0.5,-0.866
1,33.2407,75.2373,2012-01-12,0.0,0.0,43.2,64.8,38.8,694.0,14.67,0.5,0.866
1,25.5215,93.1645,2009-08-20,2.4,9.6,90.3,150.0,66.3,279.0,1.83,-0.866,-0.5
1,33.2049,75.2845,2015-07-12,3.4,60.9,100.2,123.1,30.2,785.0,33.42,-0.5,-0.866
1,33.2609,75.244,2011-02-16,5.9,30.9,91.0,222.9,47.0,1549.0,36.34,0.866,0.5
1,32.3491,77.2181,2011-07-15,4.2,7.4,19.0,33.3,5.8,3320.0,5.49,-0.5,-0.866
1,7.0381,81.1079,2011-02-07,24.4,76.9,306.7,378.2,79.7,832.0,17.7,0.866,0.5
1,34.1416,77.4871,2010-08-06,12.1,17.5,20.8,30.8,12.1,3190.0,11.05,-0.866,-0.5
1,25.8833,91.2,2010-06-09,21.6,52.2,170.4,254.7,84.5,247.0,21.52,0.0,-1.0
1,27.7773,85.8416,2010-09-08,5.8,104.0,160.5,300.2,49.6,1832.0,25.39,-1.0,-0.0
1,27.2485,86.6444,2010-08-21,19.8,99.0,276.9,428.7,95.5,718.0,20.89,-0.866,-0.5
1,26.885,88.2778,2008-06-20,16.6,95.2,183.0,314.7,59.2,1488.0,19.69,0.0,-1.0
1,32.6987,75.0582,2016-08-07,47.6,86.5,103.3,168.5,47.6,465.0,10.83,-0.866,-0.5
1,34.2952,75.3226,2016-06-08,3.2,15.4,23.1,48.1,6.9,2745.0,24.86,0.0,-1.0
1,25.3179,94.0462,2010-10-09,13.1,65.5,94.8,159.7,32.8,996.0,7.48,-0.866,0.5
1,24.75,93.4333,2007-10-21,0.1,17.4,61.4,156.6,23.3,546.0,38.13,-0.866,0.5
1,27.8871,83.9704,2011-07-15,17.1,85.5,124.1,330.5,36.7,549.0,21.41,-0.5,-0.866
1,24.5784,91.7227,2014-05-10,17.0,78.5,205.3,322.6,71.7,13.0,0.29,0.5,-0.866
1,27.8122,89.9019,2010-07-22,29.1,74.4,179.8,387.0,35.8,3661.0,41.91,-0.5,-0.866
1,29.1426,81.8833,2013-01-21,0.0,1.2,83.0,83.0,64.3,3047.0,24.45,0.5,0.866
1,27.9504,84.3075,2009-08-20,35.4,122.6,348.8,630.3,85.9,699.0,21.16,-0.866,-0.5
1,34.166,73.1983,2016-07-27,49.2,56.3,66.9,125.9,49.2,1403.0,5.77,-0.5,-0.866
1,25.0985,94.3619,2013-09-24,4.6,7.5,15.7,60.0,4.6,1889.0,4.29,-1.0,-0.0
1,34.9002,73.6558,2016-10-01,0.0,0.0,2.5,16.5,1.0,2696.0,36.26,-0.866,0.5
1,34.1601,75.496,2011-07-03,0.1,5.5,17.6,19.4,4.1,3722.0,9.18,-0.5,-0.866
1,26.88,88.28,2011-06-17,46.3,64.1,82.0,215.9,46.3,1578.0,25.93,0.0,-1.0
1,30.80200029,78.61786282,2010-08-13,15.3,53.9,117.4,274.1,22.1,1695.0,24.77,-0.866,-0.5
1,27.2625,87.6017,2015-10-08,0.0,0.2,11.9,44.2,6.2,1913.0,31.16,-0.866,0.5
1,28.2658,83.6117,2015-07-19,0.1,3.1,231.5,293.7,187.0,752.0,3.73,-0.5,-0.866
1,9.6326,76.9792,2011-06-01,105.8,140.7,223.9,271.4,105.8,1033.0,5.42,0.0,-1.0
1,33.3308,75.1773,2011-03-19,21.6,27.0,27.0,27.0,21.6,1814.0,43.19,1.0,0.0
1,19.3421,73.7735,2016-08-02,191.3,316.5,384.2,465.7,191.3,573.0,31.45,-0.866,-0.5
1,30.2835,79.2498,2013-07-26,6.1,47.7,125.6,266.7,33.9,810.0,36.49,-0.5,-0.866
1,31.9671,76.8521,2013-07-07,43.4,125.9,162.5,265.0,53.2,1479.0,19.83,-0.5,-0.866
