label,lat,lon,event_date,rain_1d,rain_3d,rain_7d,rain_15d,rain_max_7d,elevation_m,slope_deg,month_sin,month_cos
1,6.519724975,80.15402093,2017-05-25,25.5,69.3,126.8,206.4,25.5,87.1,0.52,0.5,-0.866
1,29.60012,80.630002,2017-06-29,3.4,17.7,28.6,83.5,9.9,1805.5,2.33,0.0,-1.0
1,23.86469956,91.8949662,2017-06-03,16.6,32.5,145.6,178.2,69.2,108.5,0.21,0.0,-1.0
1,30.33597362,79.31958144,2017-06-06,17.5,18.6,19.4,44.2,17.5,3184.1,0.0,0.0,-1.0
1,29.48,82.2896,2016-08-09,17.7,36.3,72.2,192.1,17.7,4306.6,1.75,-0.866,-0.5
1,29.350849,79.451264,2016-08-16,9.1,40.4,90.5,179.3,21.8,1085.6,1.01,-0.866,-0.5
1,14.42827957,74.41606625,2017-06-11,81.6,215.3,323.3,419.3,81.6,165.7,0.34,0.0,-1.0
1,13.87803507,74.6246332,2017-06-12,135.2,473.0,648.6,764.8,222.2,107.1,0.32,0.0,-1.0
1,26.9653186,88.2667225,2017-06-05,19.7,105.1,134.8,188.1,81.7,1313.5,0.0,0.0,-1.0
1,33.01739981,74.93828041,2017-06-21,6.8,43.2,50.8,76.3,19.0,1224.3,0.0,0.0,-1.0
1,22.59420297,92.16404889,2017-06-12,202.3,306.8,338.1,572.7,202.3,34.4,0.32,0.0,-1.0
1,22.65242372,92.15898865,2017-06-13,52.4,317.9,406.8,597.4,185.2,34.4,0.37,0.0,-1.0
1,31.70779,76.932771,2016-08-09,13.3,60.3,207.2,384.7,126.4,1262.6,0.0,-0.866,-0.5
1,32.94818322,75.12206351,2017-06-21,9.5,25.1,26.0,43.9,10.1,1224.3,0.0,0.0,-1.0
1,30.86642127,76.99790295,2017-06-29,18.5,50.2,53.1,90.3,18.5,897.6,0.0,0.0,-1.0
1,28.301686,84.386742,2017-06-30,34.1,109.4,180.5,439.3,40.7,3516.1,5.88,0.0,-1.0
1,30.94222039,76.80054202,2017-06-07,21.7,30.6,31.6,39.6,21.7,897.6,0.0,0.0,-1.0
1,33.35149269,74.23352995,2017-06-08,1.5,5.7,6.8,20.2,2.8,1724.3,0.79,0.0,-1.0
1,22.44394492,91.97239273,2017-06-13,62.5,349.0,397.2,595.1,194.7,34.4,0.0,0.0,-1.0
1,27.05909317,93.54235868,2017-06-04,12.2,110.4,218.0,279.3,67.0,474.7,0.0,0.0,-1.0
1,28.28120123,83.86441477,2017-06-27,45.9,73.3,139.5,288.2,45.9,3042.5,0.0,0.0,-1.0
1,12.89674168,74.85970453,2017-06-12,81.5,284.5,408.6,555.9,112.7,163.0,0.0,0.0,-1.0
1,33.01346369,74.93530189,2017-06-30,28.3,160.1,176.2,229.6,127.0,1224.3,0.0,0.0,-1.0
1,27.05880384,93.54136779,2017-06-21,10.6,47.9,140.2,248.9,50.9,474.7,0.0,0.0,-1.0
1,6.586835,80.160486,2017-05-26,23.0,70.0,147.6,238.3,28.6,87.1,0.52,0.5,-0.866
1,25.907233,91.881892,2017-05-26,12.4,22.3,67.2,128.6,35.3,400.0,0.0,0.5,-0.866
1,25.67061161,94.11844319,2017-06-02,20.6,105.2,194.1,295.3,73.3,1356.6,0.0,0.0,-1.0
1,24.32420539,93.15020652,2017-06-26,23.0,84.0,148.5,270.1,33.0,455.5,0.54,0.0,-1.0
1,8.558668245,76.89785918,2017-06-05,8.2,43.9,154.2,262.2,47.0,86.2,0.16,0.0,-1.0
1,34.56101506,73.86293399,2017-06-04,0.0,0.0,5.1,31.9,3.9,2292.0,1.93,0.0,-1.0
1,23.73354779,92.74744512,2017-06-10,13.2,53.4,132.7,274.0,55.1,432.1,1.43,0.0,-1.0
1,27.33861278,87.67107225,2017-06-04,25.3,32.5,39.5,72.8,25.3,2650.4,2.75,0.0,-1.0
1,25.11956675,94.36416626,2017-06-12,38.6,57.9,69.5,347.5,38.6,1130.0,0.0,0.0,-1.0
1,24.19467451,91.82931979,2017-06-03,16.0,39.2,152.7,196.0,57.8,108.5,0.09,0.0,-1.0
1,31.72415448,76.93732121,2017-06-27,25.5,47.9,58.4,86.6,25.5,1262.6,0.0,0.0,-1.0
1,27.01145644,92.64204045,2017-07-01,53.8,186.0,225.3,362.6,88.2,922.5,1.76,-0.5,-0.866
1,15.68638494,74.16234114,2017-06-29,66.1,236.8,396.0,520.8,88.8,446.0,0.67,0.0,-1.0
1,6.50950401,80.23142734,2017-05-25,25.5,69.3,126.8,206.4,25.5,87.1,0.54,0.5,-0.866
1,27.54295099,88.59676956,2017-05-26,39.9,55.8,146.6,312.7,39.9,3239.6,0.0,0.5,-0.866
1,34.78860948,73.51484236,2017-06-29,1.3,8.2,16.0,39.1,6.7,3707.8,3.76,0.0,-1.0
1,32.23843313,78.06239076,2017-07-02,0.3,13.2,30.3,33.1,8.4,4677.4,3.14,-0.5,-0.866
1,28.27909521,83.00633062,2017-07-01,115.3,134.6,189.4,265.1,115.3,2863.4,4.12,-0.5,-0.866
1,19.170539,73.022276,2016-08-29,10.4,33.8,56.4,75.8,12.1,97.2,0.0,-0.866,-0.5
1,25.660517,94.104931,2016-08-25,20.3,26.1,51.9,159.2,20.3,1356.6,0.0,-0.866,-0.5
1,28.107142,84.307977,2017-07-03,24.7,96.9,163.7,415.4,50.8,1265.4,0.0,-0.5,-0.866
1,27.8077847,84.43754872,2017-06-30,17.4,26.8,61.6,270.9,17.4,1265.4,0.0,0.0,-1.0
1,33.029977,74.948082,2016-08-24,9.8,23.0,29.1,50.1,11.1,1224.3,0.0,-0.866,-0.5
1,28.21676766,84.00622259,2017-06-30,31.0,84.8,179.2,478.9,51.0,1230.0,16.78,0.0,-1.0
1,25.06657276,93.9310888,2017-06-30,23.5,62.9,154.0,295.2,43.8,952.6,0.02,0.0,-1.0
1,27.503555,85.219709,2016-08-31,8.8,42.4,89.8,177.9,17.0,776.6,1.45,-0.866,-0.5
1,31.45206,78.401303,2016-08-21,6.3,16.5,42.6,85.5,13.1,3817.5,3.21,-0.866,-0.5
1,32.30628994,77.52161234,2017-07-03,0.2,2.5,38.1,45.8,11.8,4872.7,2.33,-0.5,-0.866
1,6.702272807,80.38461313,2017-05-26,31.2,106.8,190.3,300.9,48.7,316.9,0.7,0.5,-0.866
1,28.06986667,83.65247597,2017-07-01,17.1,36.5,70.2,125.6,17.1,1230.0,0.0,-0.5,-0.866
1,24.768609,92.821182,2016-09-01,23.8,47.9,73.2,129.4,23.8,467.1,0.42,-1.0,-0.0
1,28.007828,86.191717,2016-08-31,12.5,31.4,75.8,189.8,13.8,4098.7,1.59,-0.866,-0.5
1,28.27254506,83.95706865,2017-07-02,38.6,293.4,405.0,623.3,164.8,3042.5,16.03,-0.5,-0.866
1,27.10647226,93.65975252,2017-07-01,42.8,183.8,224.4,319.9,111.2,474.7,0.0,-0.5,-0.866
1,14.52203442,74.41035052,2017-07-03,27.3,82.7,221.1,351.6,40.4,165.7,0.19,-0.5,-0.866
1,27.08168565,93.60815652,2017-07-01,35.3,171.9,223.9,348.2,102.6,474.7,0.0,-0.5,-0.866
1,33.18477201,75.80813836,2017-06-29,18.1,30.1,37.0,48.6,18.1,2027.2,0.0,0.0,-1.0
1,30.922325,78.681379,2016-08-28,1.9,21.0,46.4,140.0,10.5,4043.1,0.0,-0.866,-0.5
1,33.08146902,75.29750088,2017-06-30,27.7,132.1,149.4,175.9,90.4,1224.3,3.2,0.0,-1.0
1,32.26186432,78.0685005,2017-07-02,0.3,13.2,30.3,33.1,8.4,5030.4,2.85,-0.5,-0.866
1,32.24637329,78.06616409,2017-07-02,0.3,13.2,30.3,33.1,8.4,4677.4,3.19,-0.5,-0.866
1,27.18732399,87.50256183,2017-06-30,23.5,56.2,142.0,281.9,34.0,1047.2,3.34,0.0,-1.0
1,27.769793,93.50995626,2017-05-24,21.7,52.7,97.5,147.0,21.7,1803.0,1.17,0.5,-0.866
1,23.73941422,92.71505961,2017-06-01,8.3,86.0,136.9,146.9,70.2,432.1,0.0,0.0,-1.0
1,29.132062,81.811777,2016-08-15,7.3,20.8,90.2,173.6,30.0,2298.8,0.0,-0.866,-0.5
1,6.518587251,80.18135876,2017-05-26,25.5,75.5,144.0,228.4,25.5,87.1,0.51,0.5,-0.866
1,28.24831087,83.97447829,2017-07-02,23.7,240.9,377.6,665.4,186.2,1230.0,16.58,-0.5,-0.866
1,30.995694,78.936314,2016-08-29,15.9,34.1,67.3,159.6,15.9,4043.1,0.0,-0.866,-0.5
1,27.04768643,93.61899644,2017-06-30,102.6,159.8,193.3,336.0,102.6,474.7,0.0,0.0,-1.0
1,27.767046,84.469745,2016-09-02,21.2,53.8,96.4,133.2,21.2,1265.4,0.0,-1.0,-0.0
1,24.95178179,94.20340026,2017-07-01,4.7,36.8,95.2,197.8,26.1,1130.0,0.28,-0.5,-0.866
1,26.10035658,91.87351723,2017-07-03,89.4,154.5,238.1,370.9,89.4,400.0,0.0,-0.5,-0.866
1,27.943851,83.805661,2016-09-03,117.8,136.0,188.9,243.4,117.8,1230.0,0.0,-1.0,-0.0
1,28.239,82.9415,2016-08-06,5.8,26.6,62.4,357.7,25.1,1167.6,3.93,-0.866,-0.5
1,19.41286968,73.28423263,2017-08-29,39.2,159.3,261.5,432.5,76.8,125.7,0.46,-0.866,-0.5
1,26.14547804,91.79364785,2017-07-10,28.0,59.9,140.3,400.5,39.0,400.0,0.0,-0.5,-0.866
1,34.1587,74.4725,2015-04-02,16.3,57.5,137.1,146.6,47.7,2235.4,0.0,0.866,-0.5
1,15.4014,73.8277,2007-07-28,27.6,80.0,138.0,290.8,36.2,76.2,0.0,-0.5,-0.866
1,29.0833,81.3333,2008-07-24,8.3,33.8,117.9,282.9,34.9,1224.7,2.27,-0.5,-0.866
1,12.6771,75.2565,2011-06-27,53.0,100.1,134.9,334.0,53.0,96.2,0.48,0.0,-1.0
1,34.0051,71.5447,2012-08-28,1.3,15.3,46.8,60.8,18.0,986.6,0.31,-0.866,-0.5
1,26.9597,86.5598,2015-09-16,2.6,8.3,36.3,54.1,14.6,677.8,0.41,-1.0,-0.0
1,28.5873,83.7508,2016-02-22,0.1,11.7,14.6,21.7,11.6,3042.5,0.0,0.866,0.5
1,29.4085,80.1327,2009-08-17,159.4,244.8,321.8,513.4,159.4,1463.1,0.0,-0.866,-0.5
1,35.3585,75.6355,2010-07-29,9.6,21.6,32.6,97.6,9.6,3918.3,0.25,-0.5,-0.866
1,27.99134853,84.06527738,2011-07-16,10.5,64.3,125.7,291.1,36.7,1265.4,0.1,-0.5,-0.866
1,27.5269,85.5641,2016-07-30,24.9,96.5,191.8,381.2,53.2,1269.4,0.0,-0.5,-0.866
1,29.58,80.67,2014-02-28,13.8,25.0,26.5,62.0,13.8,1805.5,2.5,0.866,0.5
1,24.1419,94.1078,2015-08-01,6.9,288.2,444.4,651.1,147.9,458.7,0.81,-0.866,-0.5
1,30.4619,79.0765,2013-06-16,130.8,182.0,255.5,320.6,130.8,3184.1,3.11,0.0,-1.0
1,30.1281,78.3221,2012-07-05,13.3,64.6,88.8,104.6,30.1,564.8,1.19,-0.5,-0.866
1,34.6644,73.4637,2010-10-07,0.4,0.4,0.4,2.5,0.4,2292.0,20.77,-0.866,0.5
1,33.3893,75.203,2010-07-22,61.3,187.8,193.5,234.7,86.4,2359.8,0.0,-0.5,-0.866
1,33.241,75.2382,2010-09-25,0.0,1.4,4.6,8.9,1.5,1224.3,0.0,-1.0,-0.0
1,27.5,90.5034,2010-08-23,93.8,168.9,333.9,430.5,93.8,3134.2,1.94,-0.866,-0.5
1,8.4557,77.009,2013-11-13,6.5,38.2,44.3,103.2,17.7,86.2,0.14,-0.5,0.866
1,25.616,94.1167,2013-07-12,21.5,47.2,90.8,258.4,21.5,1356.6,0.0,-0.5,-0.866
1,27.978,85.9742,2012-05-03,0.2,0.2,1.7,9.1,0.5,4098.7,1.87,0.5,-0.866
1,28.2576,83.6182,2015-08-16,27.7,62.3,120.2,201.0,33.9,3042.5,10.36,-0.866,-0.5
1,31.5639,77.9798,2011-06-17,2.4,5.1,8.4,17.5,2.4,3817.5,0.0,0.0,-1.0
1,31.0365,77.1213,2015-08-22,9.6,29.0,44.0,152.1,10.4,897.6,0.0,-0.866,-0.5
1,30.819,78.6149,2013-07-28,60.0,82.9,153.0,277.1,60.0,4043.1,0.0,-0.5,-0.866
1,27.59,83.88,2010-08-23,129.9,189.4,295.3,406.6,129.9,280.2,2.04,-0.866,-0.5
1,27.0605,88.255,2011-09-25,54.8,99.1,135.9,259.7,54.8,1313.5,0.0,-1.0,-0.0
1,25.4769,94.1351,2010-10-08,25.2,72.4,96.1,207.1,25.3,1356.6,0.0,-0.866,0.5
1,26.87324244,88.29184021,2009-07-03,77.5,184.8,449.2,522.2,111.6,1313.5,0.0,-0.5,-0.866
1,33.334,75.7627,2010-08-09,4.7,16.7,58.5,135.0,20.1,2942.3,3.37,-0.866,-0.5
1,27.4211,85.0249,2007-08-19,12.0,133.3,455.8,511.4,155.1,776.6,0.0,-0.866,-0.5
1,28.9743,83.8713,2011-07-04,6.8,10.0,71.6,126.0,22.0,4973.6,0.04,-0.5,-0.866
1,33.33875958,75.1921061,2011-02-13,47.0,60.1,125.8,193.6,65.7,2359.8,0.0,0.866,0.5
1,36.1788,74.158,2010-08-05,1.4,2.5,27.7,101.8,12.6,3627.3,0.7,-0.866,-0.5
1,18.7624,73.3747,2010-06-15,43.2,134.9,190.9,213.3,81.3,97.2,0.0,0.0,-1.0
1,29.0399,81.7191,2010-07-19,146.1,207.1,242.1,336.1,146.1,2298.8,0.0,-0.5,-0.866
1,33.2407,75.2373,2012-01-12,0.0,0.0,43.2,64.8,38.8,1224.3,0.0,0.5,0.866
1,25.5215,93.1645,2009-08-20,2.4,9.6,90.3,150.0,66.3,542.1,0.12,-0.866,-0.5
1,33.2049,75.2845,2015-07-12,3.4,60.9,100.2,123.1,30.2,1224.3,0.0,-0.5,-0.866
1,33.2609,75.244,2011-02-16,5.9,30.9,91.0,222.9,47.0,2359.8,0.0,0.866,0.5
1,32.3491,77.2181,2011-07-15,4.2,7.4,19.0,33.3,5.8,4872.7,0.0,-0.5,-0.866
1,7.0381,81.1079,2011-02-07,24.4,76.9,306.7,378.2,79.7,399.5,0.0,0.866,0.5
1,34.1416,77.4871,2010-08-06,12.1,17.5,20.8,30.8,12.1,4532.6,0.0,-0.866,-0.5
1,25.8833,91.2,2010-06-09,21.6,52.2,170.4,254.7,84.5,174.0,0.67,0.0,-1.0
1,27.7773,85.8416,2010-09-08,5.8,104.0,160.5,300.2,49.6,2909.1,0.0,-1.0,-0.0
1,27.2485,86.6444,2010-08-21,19.8,99.0,276.9,428.7,95.5,919.5,7.05,-0.866,-0.5
1,26.885,88.2778,2008-06-20,16.6,95.2,183.0,314.7,59.2,1313.5,0.0,0.0,-1.0
1,32.6987,75.0582,2016-08-07,47.6,86.5,103.3,168.5,47.6,465.4,1.5,-0.866,-0.5
1,34.2952,75.3226,2016-06-08,3.2,15.4,23.1,48.1,6.9,4054.4,1.1,0.0,-1.0
1,25.3179,94.0462,2010-10-09,13.1,65.5,94.8,159.7,32.8,934.6,3.94,-0.866,0.5
1,24.75,93.4333,2007-10-21,0.1,17.4,61.4,156.6,23.3,467.1,2.43,-0.866,0.5
1,27.8871,83.9704,2011-07-15,17.1,85.5,124.1,330.5,36.7,1230.0,0.09,-0.5,-0.866
1,24.5784,91.7227,2014-05-10,17.0,78.5,205.3,322.6,71.7,29.6,0.07,0.5,-0.866
1,29.1426,81.8833,2013-01-21,0.0,1.2,83.0,83.0,64.3,2298.8,0.0,0.5,0.866
1,27.9504,84.3075,2009-08-20,35.4,122.6,348.8,630.3,85.9,1265.4,0.0,-0.866,-0.5
1,34.166,73.1983,2016-07-27,49.2,56.3,66.9,125.9,49.2,1030.6,1.0,-0.5,-0.866
1,25.0985,94.3619,2013-09-24,4.6,7.5,15.7,60.0,4.6,1130.0,0.0,-1.0,-0.0
1,34.9002,73.6558,2016-10-01,0.0,0.0,2.5,16.5,1.0,3707.8,4.67,-0.866,0.5
1,34.1601,75.496,2011-07-03,0.1,5.5,17.6,19.4,4.1,3818.1,0.48,-0.5,-0.866
1,26.88,88.28,2011-06-17,46.3,64.1,82.0,215.9,46.3,1313.5,0.0,0.0,-1.0
1,30.80200029,78.61786282,2010-08-13,15.3,53.9,117.4,274.1,22.1,4043.1,0.0,-0.866,-0.5
1,27.2625,87.6017,2015-10-08,0.0,0.2,11.9,44.2,6.2,2650.4,3.22,-0.866,0.5
1,28.2658,83.6117,2015-07-19,0.1,3.1,231.5,293.7,187.0,3042.5,8.04,-0.5,-0.866
1,9.6326,76.9792,2011-06-01,105.8,140.7,223.9,271.4,105.8,420.1,0.57,0.0,-1.0
1,33.3308,75.1773,2011-03-19,21.6,27.0,27.0,27.0,21.6,2359.8,0.0,1.0,0.0
1,19.3421,73.7735,2016-08-02,191.3,316.5,384.2,465.7,191.3,575.9,0.02,-0.866,-0.5
1,30.2835,79.2498,2013-07-26,6.1,47.7,125.6,266.7,33.9,3184.1,0.0,-0.5,-0.866
1,31.9671,76.8521,2013-07-07,43.4,125.9,162.5,265.0,53.2,2281.7,0.0,-0.5,-0.866
1,35.273,72.983,2007-08-13,3.8,28.0,30.4,52.7,14.1,3200.0,1.47,-0.866,-0.5
1,33.7033,73.038,2007-03-21,10.8,71.1,71.3,162.2,32.0,543.8,0.59,1.0,0.0
1,26.8073,88.3162,2010-06-16,25.5,47.5,84.1,157.2,25.5,1313.5,0.0,0.0,-1.0
1,30.6145,79.8102,2015-03-31,0.0,39.4,39.4,39.5,26.9,4415.8,0.0,1.0,0.0
1,27.6163,88.6586,2015-05-24,10.3,68.1,185.9,350.2,47.7,3239.6,1.85,0.5,-0.866
